radius1,texture1,perimeter1,area1,smoothness1,compactness1,concavity1,concave_points1,symmetry1,fractal_dimension1,radius2,texture2,perimeter2,area2,smoothness2,compactness2,concavity2,concave_points2,symmetry2,fractal_dimension2,radius3,texture3,perimeter3,area3,smoothness3,compactness3,concavity3,concave_points3,symmetry3,fractal_dimension3
0.6750260592310994,0.028092243186582766,,,0.8749501130770255,,,,,,,0.21649853046310266,,,0.3408743725903834,0.5821720087597054,0.5526072199938291,,0.5892306055123976,0.46332377221211696,0.6924603174603174,0.14152452025586354,,0.6014825505116767,,0.8350361716879686,,,,
,0.3379454926624737,,,0.4271650924570972,0.22168187939548106,0.24729652817302222,0.43993730407523507,0.49834327369118614,0.14132266217354683,0.40582433067167684,0.14842322662641985,0.36079234972677593,0.4122476991139597,0.25547392158289084,0.13473024089189728,0.19129898179574206,0.4795991410164639,,0.23062123968098502,,0.3035714285714286,,,,0.20840909982862602,0.26743413770201463,0.6748911465892597,0.4390515005557615,0.36318939717828136
0.7792629836286714,0.48385744234800826,,,0.7578821338299856,0.525662127786922,0.5617529880478087,0.8018808777429468,0.668654738237243,0.2112468407750634,,0.16947334974978154,0.5229508196721311,0.5344918442627974,0.3227613297446716,0.47043599442564205,0.39411704206520626,,0.3889007129935086,0.3214810409962222,,0.3600746268656717,,0.49980320125951183,0.6252027661572611,,,,0.7587995553908854,0.3477982043608381
0.2721810043534245,0.4473794549266246,0.27762714649576864,0.14291605301914584,,,,0.6595611285266457,,1.0,0.360826679192109,0.3160695845579473,0.3672131147540983,0.12517310261155162,,,0.5822277074976859,0.6682176091624911,,0.7269833496571987,0.276984126984127,,0.36112974141143167,,,,0.7603497896834182,,,
,0.1941299790356394,0.7502259469230137,,,0.4242855005237169,,0.6539184952978057,0.49635520212060946,0.18681550126369006,0.6065758572099577,0.16724918579712447,,0.537004129952573,,0.27819530161258216,0.5850046282011725,,,0.3690534489995802,,0.12393390191897663,0.7585513078470825,0.45585148255051167,0.5654401092802869,0.23247995185829595,0.4427717511622759,0.589622641509434,0.2960355687291589,0.23236425823001294
0.33533631737077685,0.25115303983228504,,0.19652430044182623,1.0,,,,,0.5511794439764113,0.20948802254579618,0.2105012312336166,0.19945355191256825,0.1249280015686467,0.421692005528479,0.3881893290862035,0.3776612156741747,0.4069434502505369,0.366287112908375,,0.29920634920634925,0.312633262260128,0.3948878455920711,0.18249803201259512,,0.6509726455697861,,,,
0.6909681770801398,0.430607966457023,,0.5281296023564064,0.5587335373154186,0.3352536286099057,0.3207171314741036,0.46394984326018807,0.48641484426772696,0.15711878685762448,0.31488961953968997,0.16403209150845974,0.3310109289617486,,0.18920491743653167,0.14393788572566196,0.23182145428365733,0.37186828919112386,0.15451739916994786,0.11230236462851546,,0.4168443496801706,0.766003427975259,,,0.30129119189963505,0.41886207659951297,0.7010159651669086,,0.3061137238135957
0.41259427310074204,0.4662473794549265,0.3813162435297018,0.2559057437407953,0.881601702806971,,0.26653386454183264,0.37523510971786833,,0.5170598146588039,0.44340065758572106,0.40384462626102147,0.42336065573770487,0.2705792963149058,0.515894376954972,0.3488701970933705,0.255888100380541,0.518253400143164,0.18564435458124937,0.3950258849867077,0.36230158730158724,0.42963752665245214,,,,0.4459779437736294,0.2964356874031437,0.5645863570391871,0.6042978881067061,
0.3690600282052855,0.5077568134171906,0.35913236381562735,0.2216789396170839,,,0.5290267501422881,0.5863949843260188,,,0.18299671207139506,0.25490507585987765,,0.10734200174021741,0.29228195242598387,,0.3654221947958449,0.43879742304939157,0.3604341811216346,0.2495977333146775,0.29999999999999993,0.4986673773987208,0.4157537819509651,0.1817436368407242,0.8463245966020662,0.6708572624638612,0.5966349346911668,,,0.5575032064985037
,0.6008385744234799,0.3301289951524114,0.19581737849779085,0.8776107489690036,,,0.5356112852664577,0.6428098078197482,,0.1748238609675904,,0.17513661202185793,0.10501354183262052,0.3954317305593948,0.8699731236312961,,,0.26625518782590185,,0.2841269841269841,,0.35203815485505635,,0.9743874327670109,,,,,
0.5542338586056779,0.5672955974842766,0.4840193903541205,,0.3915125715045896,0.1769789016908574,0.09388161639157655,0.2083385579937304,0.3101391650099401,0.1476411120471779,0.25176139032409584,0.32838192072444194,0.23346994535519122,0.2065466488559909,0.16847312140830728,0.08731086999800916,,0.2716893342877595,0.17872725337873793,0.18777109276619564,0.4468253968253968,,0.5469110962068708,0.31645237470480186,0.4006659267480578,,0.16150099623644013,0.36193759071117565,0.512412004446091,
0.539518057514256,,0.49141401692547854,,0.591592390581349,,0.28326693227091637,,0.5182239893969516,,0.37040864255519024,0.24811343236158548,,0.2901873797473008,0.2951916781843312,,0.28705132160855706,0.45884037222619906,0.3245184633393636,0.28414019868476287,0.49563492063492065,0.4067164179104479,,0.36532406192600364,0.5842226585844789,0.6980677908452271,,,0.8251204149685066,0.5318512184694315
,0.6327044025157231,,,0.5955833444193163,0.8469998503666017,,0.7009404388714733,,,0.7928604978863316,,,,0.10373172328508039,,,,,,0.5170634920634921,0.4776119402985075,0.7548252477829942,0.376147992652847,0.2777256040297106,0.4748891301788308,0.40281160061988047,,0.5968877361985919,
,0.5970649895178195,0.4922356421000739,0.3765537555228277,0.41745377145137696,0.30233428101152177,0.2828116107000569,,,0.07203032855939351,0.2741193048379521,0.28509015807450944,,0.18246547139058075,0.5860187677311414,,,,0.5833776737256571,0.18427312158947812,0.35357142857142854,0.4168443496801706,0.45897607869438856,,0.35797831469307617,0.21599665101189153,0.25702900154970115,,0.4609114486846978,0.08368961094484828
0.41382058985836057,0.540880503144654,0.4092514994659436,,0.8044432619396037,0.7852760736196319,,,0.668654738237243,,0.09450446218882104,0.321232822305187,0.17814207650273217,0.07603034350911164,0.3430566669091438,0.7105813259008561,0.5657718811066544,,0.31201447270405447,0.6294774031061984,0.28174603174603174,0.5327825159914712,,0.16809892416688535,,,,0.8011611030478955,,
,0.7475890985324944,0.4349683674307781,0.3035640648011782,0.8150858055075164,0.5241657938051774,0.4664200341491178,0.461692789968652,0.8237243207422131,,0.24283701268201036,0.26721741202637217,0.28989071038251363,0.1577715413179083,0.28326180257510736,,,,0.28434606789400874,0.39974814607527637,0.37817460317460316,,,,0.8249807905745753,0.824701403696969,,,,0.8450192389910218
0.4720706358452389,,0.41861802645633056,0.3187039764359352,0.6124783823333776,0.1968427352985186,,0.329717868338558,0.34857521537441993,0.1950294860994104,,0.3494320438478036,,0.2365102513511195,0.291336291554521,0.11656380649014533,0.20549213205800682,0.39692197566213316,0.16542513568160053,0.10408213236322934,0.44206349206349205,,,,0.6422778109792538,0.2090631990685627,0.32255922072171794,,0.5424231196739532,0.28986746472851643
,0.4599580712788259,0.5283871497822692,0.3860382916053019,,,0.49003984063745015,,,,0.4299671207139502,0.2831042974024942,0.423087431693989,0.2903099302687533,0.38648432385247694,0.2831724069281306,0.32788234084130413,0.4642090193271296,,0.28396530012592697,,,0.6437886578731651,0.3705720283390186,,0.518059680014652,0.5295550143900819,0.7521770682148041,,
,0.521593291404612,0.708323063018651,,0.607689237727817,0.3116863683974263,,,0.34592445328031807,0.08403538331929239,0.6075152653828088,,,,0.3477849712664582,0.20752040613179376,0.3487606705749255,0.5443808160343594,0.15105884856869214,0.09638659577445081,,0.5026652452025587,,,0.6832579185520363,0.3763817846443663,,0.8664731494920175,0.4457206372730639,0.22563061137238138
0.40217058066098477,0.1949685534591194,,0.24907216494845358,0.6007715844086737,0.23159509202453987,0.18964143426294822,0.2997492163009404,0.5467196819085485,0.16217354675652929,0.14880225457961482,0.17014854237826668,0.1777322404371584,0.1026850819250236,,0.15364324109098149,,,0.31706927742896673,0.12288372743808591,0.2849206349206349,,0.36731500111781806,0.1725268958278667,,0.19624285396580374,0.2645561213194598,0.46734397677793904,0.5231567247128567,0.1875801624625909
,0.25157232704402516,0.34376797305069423,0.22179675994108983,,0.40258865778841835,0.12999430848036425,0.19498432601880877,0.6010603048376408,0.3822662173546758,0.06923438233912634,0.15390420208118197,0.0855191256830601,0.04821137513940122,0.1734196551974977,0.20814254429623733,0.17463745757482257,0.23228346456692917,,0.1338148873653281,0.2607142857142857,0.22574626865671643,0.3404128474551011,0.14605746523222252,,0.3274551614971024,,0.26425979680696665,,
0.15469985897357286,0.11446540880503137,0.13597896639553037,0.07681885125184092,0.6620992417187709,0.170357623821637,0.08412066021627775,,0.5003313452617626,,,0.24489633807292074,0.15737704918032785,0.05452272699420336,0.5741616352658762,0.15015926737009755,,0.5085898353614889,,0.18129984608926825,0.09126984126984128,0.09701492537313439,0.1096952082867576,0.04254132773550249,0.5227524972253051,0.11448044897371831,0.0981514279388975,0.2259433962264151,0.3278992219340495,0.24251817015818722
,0.19077568134171902,0.48237614000492973,0.33042709867452136,0.7272848210722364,0.7261708813407152,,,,,0.3074682949741663,,0.35887978142076493,0.23350776357553402,0.36924419873426934,,0.6629641057286847,,0.7672129403000959,0.30600251853924726,0.4023809523809524,,,0.26098792967725004,,,,,,0.47477554510474573
,0.5589098532494758,,,0.5540774245044567,,0.3121798520204895,,0.469847581179589,0.05939342881213161,,0.3045515926602589,0.4844262295081967,0.5342467432198924,0.21932057903542596,0.12863328688035042,0.17638588912886968,0.3715103793843952,0.07842928594232199,0.09551210298027145,,0.6281982942430705,,,0.588491419789977,0.30443086825133114,,0.728955007256894,0.4657280474249722,0.21611799914493368
,0.48930817610062877,0.5439980280995809,,,0.4725422714349843,0.43397837222538416,0.5749216300940438,0.619615639496355,0.28096040438079206,0.6531705025833724,0.2150687107792517,,,0.3153415290608861,0.20615170217001794,0.2819088758613597,,,,,0.5207889125799574,0.9433638870258589,,,,,0.7601596516690856,0.7587995553908854,
,0.28050314465408793,0.593295538575302,0.4531369661266568,0.8776107489690036,,,,,0.5090564448188712,,0.24457860036539833,,,0.4594456972430349,,,,,,,0.25,0.760041731872718,0.4184597218577801,0.7114317425083242,0.48090684318624827,0.42649988930706223,0.9252539912917271,0.9266394961096701,
0.4659390520571465,0.4955974842767295,0.44055541861802644,0.2953166421207658,0.7020087800984435,,0.4055207740466704,0.5506583072100314,,0.4060657118786859,0.13433536871770785,0.24743823973310028,0.18483606557377041,0.08730499148273876,0.19924347130282977,,0.27573794096472287,0.48389405869720836,0.17713099925508144,0.24627466069679588,0.3845238095238095,,,0.23343610600892153,0.6943566976863315,,,,0.9999999999999999,
0.7130418787172726,0.4419287211740041,,,0.5556738060396434,0.3262756247194374,,,0.4221338634857519,,0.6964772193518083,0.5913098736992611,0.6659836065573769,,,0.31067091379653594,0.5225753368301965,,0.4003405342130467,,,0.4061833688699361,,0.39943584361060086,0.5347050286007001,0.24124488167344754,,0.5406386066763424,,0.20489525438221468
0.5100864553314123,,,0.3469219440353461,0.7392576825861382,0.5623223103396677,,0.5486520376175549,,0.32518955349620904,0.3076561766087365,0.2588767972039081,0.3744535519125683,,0.25605586673456027,0.35235417081425446,0.3677877198395557,0.3876163206871868,0.26066829839310424,0.1812123968098503,,,0.7369401594753708,0.3554841249016006,,,,0.7343976777939042,0.9121896998888476,
0.6492734073211112,0.2238993710691824,,0.4781148748159057,0.6098177464413995,0.36031722280412987,0.28101878201479796,,0.4499668654738236,0.24283909014321847,,0.18361267773453013,,0.33271241069130747,0.284716665454281,,0.35040625321402863,0.48460987831066576,0.3024369479621155,0.24898558835875195,,0.19989339019189767,,0.3417082130674363,0.46384359258943053,0.3321646760246465,0.2755147221607262,,0.4412745461281956,0.2581231295425396
0.7142681954748912,0.6457023060796643,0.6655985539396927,0.5564064801178202,0.7153119595583345,,,0.7799373040752351,0.7442014579191516,0.25294860994102786,,0.43919294622289295,,,0.32989015785262243,,0.5344029620487504,,0.32425242098542084,,0.6039682539682538,,0.8204039049109473,0.48701128312778796,0.665329121488944,,,,,
