radius1,texture1,perimeter1,area1,smoothness1,compactness1,concavity1,concave_points1,symmetry1,fractal_dimension1,radius2,texture2,perimeter2,area2,smoothness2,compactness2,concavity2,concave_points2,symmetry2,fractal_dimension2,radius3,texture3,perimeter3,area3,smoothness3,compactness3,concavity3,concave_points3,symmetry3,fractal_dimension3
0.5871779828257506,0.028092243186582766,0.6186672930858976,0.5051546391752577,,,,,,,0.8303081468974249,0.1975143126313501,,,0.2994823288809356,0.5451367851983036,0.48231597845601437,0.4777242624924744,0.5056851911046166,0.43840399827888654,,0.1616438356164383,0.7501257756163004,0.6647092938958967,0.703314532952175,,,,0.9610636277302946,
,,0.6977527210085348,,0.36836067454399446,0.22168187939548106,,0.3803252032520325,0.3797979797979798,0.2055130168453292,0.3647108484592655,0.1354083629248496,0.32564734895191116,0.4122476991139597,0.22445197162395347,0.12615929533485573,0.16696588868940754,0.40337146297411197,0.13717521348006756,0.21821732366861946,,0.3467275494672755,0.6059030689250378,0.6418732782369145,0.4066290659043499,0.1898785473355502,0.2186425339366516,,0.3751187084520419,0.36318939717828136
0.677849485305883,,,0.6241531664212076,0.653550533440404,0.525662127786922,0.5258391049547149,0.6932249322493226,,0.307197549770291,0.5353313634444914,0.1546126530908037,0.47200986436498144,0.5344918442627974,0.2835687352208091,0.4405089248263969,0.34398563734290843,0.6195063214930765,0.3337595323987397,0.3041902492304637,0.5563856278904304,,0.5706858963608921,0.5523415977961432,0.5657884570810479,0.47342701517264396,0.40760180995475115,,0.648306426084204,0.3477982043608381
0.23675929382900418,0.4473794549266246,0.2645838227233576,0.14291605301914584,,,,,,,0.32427184466019415,0.28835422856728743,0.33144266337854494,0.12517310261155162,0.47274237873074704,,0.5081687612208259,,,0.6878826995002151,0.24831020988971897,0.4407914764079149,0.27089272737436415,0.1386472379295346,,1.0,0.621628959276018,0.8848797250859107,,
0.7098511920635766,0.1941299790356394,,0.6795287187039764,0.546862452678674,0.4242855005237169,0.5274374001065529,0.5653116531165312,0.37828282828282833,0.2716692189892802,0.5451245251160828,0.152583520544967,0.5771886559802712,0.537004129952573,0.624848213715089,0.26049773966537726,,0.5674292594822395,0.2209689940179917,0.34920398503955247,0.51974386339381,0.14155251141552522,,0.5037697549659271,0.5117051688171212,0.21180915602912959,0.3619909502262444,0.5584192439862543,0.25292814181703077,0.23236425823001294
0.2916955570963784,0.25115303983228504,0.30365672226137336,0.19652430044182623,,0.5634445608259764,0.42035162493340433,0.4384281842818428,0.5186868686868686,,0.18826509075559306,0.19204290165954052,0.18002466091245373,0.1249280015686467,0.3704863552118617,0.3634944307219089,0.32962298025134656,0.34226369656833233,0.3143522535275583,0.3464733723893688,0.2682319459267165,0.3570776255707763,0.2962155514562022,0.20168189067710596,0.833887043189369,0.5930918582615227,,,0.7660652105096553,
0.601045389087418,0.430607966457023,0.593610523843082,0.5281296023564064,,0.3352536286099057,0.30021310602024504,0.4010840108401084,0.37070707070707076,0.2284839203675344,0.28298860278598564,0.1496485252554533,0.29876695437731193,0.28865549822914494,0.16622994823288811,,0.20233393177737882,0.3127633955448525,0.13260879492214256,0.10626220501108793,0.5318392031305584,0.4761035007610351,,0.5150065245759025,0.564243220273507,0.27450209175099227,0.3424434389140272,0.663917525773196,0.4742006964229188,0.3061137238135957
0.3588991412875354,0.4662473794549265,0.3634014564247123,0.2559057437407953,0.7602386142021339,0.5428699685769864,0.2494938732019179,0.32439024390243903,0.5737373737373737,,0.39848037146475307,,0.38212083847102335,0.2705792963149058,0.4532498242474596,0.3266766090320175,0.22333931777378815,0.43588199879590606,0.15932234348600394,0.37377949889120576,0.3247954464603343,0.4907153729071539,0.33646374867236845,0.2580107293025953,0.728038321872827,0.40632412009392027,0.24235294117647058,0.5347079037800687,0.5163026274137386,0.6419410004275332
0.32103045495759774,0.5077568134171906,0.34225980737608647,0.2216789396170839,,0.6502319317671704,,0.5069376693766938,0.6515151515151514,0.7329249617151607,0.16445757703672437,0.23255308355677945,0.20332922318125768,0.10734200174021741,0.256790439061801,0.38178682947289927,0.3189407540394973,0.3690547862733293,0.30932919311384083,0.2361731704895244,0.2689434364994664,0.5695585996955861,0.311867628151378,0.20084819486733357,0.7658966236575757,0.6112084480518708,0.4877828054298643,,,
0.29222891887567337,0.6008385744234799,0.31461905880510527,0.19581737849779085,,,0.6054874800213106,0.4630352303523036,,0.994486983154671,0.15711270578303077,,0.15807644882860666,0.10501354183262052,0.34741483990541316,0.814629258517034,0.6950628366247756,,0.22850358463856796,0.7600370701353723,0.25471362504446815,0.8724505327245056,0.2640728939571804,,0.8817893842231324,,1.0,0.7594501718213059,,
