radius1,texture1,perimeter1,area1,smoothness1,compactness1,concavity1,concave_points1,symmetry1,fractal_dimension1,radius2,texture2,perimeter2,area2,smoothness2,compactness2,concavity2,concave_points2,symmetry2,fractal_dimension2,radius3,texture3,perimeter3,area3,smoothness3,compactness3,concavity3,concave_points3,symmetry3,fractal_dimension3
,0.027800829875518684,0.6454538027938894,0.5051546391752577,0.8657364749243124,1.0,,0.7311133200795229,0.8399258343634116,,,0.16992954672984598,0.8364840328954396,0.674640355640641,0.3023811060205201,,0.4204225352112676,0.4612031386224934,0.4658029780432405,0.46332377221211696,,0.1780087160576601,0.6683101748095024,0.6647092938958967,,0.7009696796652793,0.7409450457951706,0.9120274914089348,0.9523212045169386,0.6819787985865725
0.6648564019766133,0.3344398340248962,,,0.42266684217454253,0.2294942297265897,0.21153846153846156,0.34875745526838964,0.4647713226205191,0.19426751592356672,0.1773763087661671,0.11649728786083918,0.2820677133397416,0.3096116853353459,0.22662450796928435,0.11843199019993875,0.14553990610328638,0.3894216797442604,0.12635652393370905,0.23062123968098502,,0.3818303721086156,0.5398177200059764,0.6418732782369145,0.4395723711684624,0.17494866078782356,0.2514571190674438,,0.3717063989962359,0.36203019595245745
0.6218014579969666,,,0.6241531664212076,0.7499012768197975,0.5441871272558283,0.4805258033106134,,,0.29038795599305156,,0.1330195149323524,0.4088433194488946,0.4014210899317987,,0.4135275845474034,0.2998435054773083,0.5980819529206626,0.3074366955497602,,0.5563856278904304,0.45289976533690923,0.5084416554609292,0.5523415977961432,0.6116261588574293,0.43620210628040545,0.4687760199833472,,,0.34661098618695796
0.21718283673369543,0.4427385892116181,0.276039539253329,0.14291605301914584,,,0.5876338851022396,0.5228628230616302,0.9499381953028431,,0.15770888934510363,,0.2870874719641141,0.09400914872663349,0.47731819061753894,,0.44295774647887326,0.5425748328974135,,0.7269833496571987,0.24831020988971897,0.4854173650687228,0.24134668061158426,0.1386472379295346,,0.921371388409967,,,,
0.651157101619453,0.1921161825726141,0.7459357895596765,,0.6274845333684351,,0.4819863680623175,0.518389662027833,0.46291718170580964,0.2568037058482917,0.2651200985423937,0.1312737701851736,,0.4033078997505729,0.6308963025101634,0.2445421533884587,,,0.20354168419281565,0.3690534489995802,0.51974386339381,0.15588333892054984,0.5069475571492603,0.5037697549659271,0.5531612795456443,,0.41631973355537055,0.5584192439862543,0.2506273525721455,0.2309669129457116
0.2675766916189637,0.24854771784232355,0.3168041826648149,0.19652430044182623,0.9894695274450442,0.5833010611106809,0.3841285296981499,0.402037773359841,0.634734239802225,,0.0915623075343872,0.16522227071513182,0.1559329274805084,0.0938250697199238,0.37407240110989226,0.3412302576891106,,0.3304272013949433,0.2895600235551442,0.3661676227787883,0.2682319459267165,0.3932282936640966,0.26390756511778474,0.20168189067710596,0.9014449177315628,0.5464578689010664,0.5573480432972523,0.5982817869415809,,
0.5513479133029991,0.4261410788381742,0.6193121477003514,,0.552849809135185,,0.2743427458617332,0.36779324055666,0.453646477132262,0.2159814707585408,0.13763087661671114,0.12874867510443294,0.258784577592652,0.21678984620198988,0.16783893656836807,0.12652579078619242,0.17636932707355243,0.3019471083987213,0.12215024817027004,0.11230236462851546,0.5318392031305584,0.5243043915521288,,0.5150065245759025,0.6099557337342353,0.25291837339805184,0.3938384679433805,0.663917525773196,0.4698870765370139,0.30485062640539684
,0.46141078838174265,0.37913569152846993,0.2559057437407953,0.87231802027116,0.5620013941600186,0.22799415774099316,0.2974652087475149,0.7021013597033375,0.710770121598147,0.19380004105933074,,0.3309836590836271,0.20321401945715103,,0.30666754167213545,0.19467918622848202,0.4208079046788724,0.1467569613863885,0.3950258849867077,0.3247954464603343,0.5403955749245727,0.2997659245978385,0.2580107293025953,0.7870207967927837,0.3743754186753934,0.27872606161532054,,0.5116060225846927,0.6412892172609487
0.294486031606243,,0.3570786700432972,0.2216789396170839,0.9828879820981968,,,,,0.6928199189345683,0.07998357626770684,0.20007481763202192,0.1761187653529852,0.08061740098850427,0.2592759889010776,0.3584022400140001,0.27801251956181533,0.35629177564661435,0.2849331202153613,0.2495977333146775,0.2689434364994664,0.6272209185383842,0.2778524826933612,0.20084819486733357,0.8279462123110332,0.5631499763894533,0.5609908409658618,0.7079037800687286,0.8823713927227103,0.556697719241889
0.26806595234600517,0.5946058091286306,0.32824115676823795,0.19581737849779085,0.8683690930630514,0.8528386647045155,0.5533106134371957,0.4246023856858847,0.5995055624227442,0.9400694846554718,0.07641141449394373,0.38618367728661385,0.13692192673288478,0.07886865042476232,0.35077756985222946,,,,0.2104820392024901,0.8032391213096404,0.25471362504446815,,0.23527068081079738,0.19073510221835577,0.9532280965505721,,,0.7594501718213059,,
