radius1,texture1,perimeter1,area1,smoothness1,compactness1,concavity1,concave_points1,symmetry1,fractal_dimension1,radius2,texture2,perimeter2,area2,smoothness2,compactness2,concavity2,concave_points2,symmetry2,fractal_dimension2,radius3,texture3,perimeter3,area3,smoothness3,compactness3,concavity3,concave_points3,symmetry3,fractal_dimension3
,,0.5712529824307715,,,,,0.7689492943021432,0.6863636363636365,0.627866346363835,,,,0.674640355640641,,,,,,,,0.14152452025586354,0.7875462175010269,,,,,,,
0.7450518120510994,0.3344398340248962,0.6442773479864075,,,0.23002872447791317,0.21153846153846156,0.3668060637741766,0.3797979797979798,,0.34326579261025025,0.08258928571428571,0.29747690921378694,0.3096116853353459,0.11938674915864975,,0.04696969696969696,0.2538359537791248,,,0.6946254071661238,0.3035714285714286,0.6361288808028641,0.5453985462609338,,0.17494866078782356,,0.6407165001722357,,0.2228781319690411
0.6968035528263612,0.4788381742738589,,,,0.5454545454545454,,0.6685833768949294,,0.21904345927058322,,0.0943025106082037,0.43117819328677637,0.4014210899317987,,0.28395469702887016,0.09676767676767677,0.38984656184883504,,0.12700551386758427,0.6368078175895765,0.3600746268656717,0.5991548799812195,0.46932364173955887,0.48358977745492965,,0.35974440894568693,0.8370651050637272,0.4865763839391779,
0.2433795712484237,,0.24430626852722143,0.11516733918822694,,,,0.5499215891270256,0.7762626262626262,,0.30520460866110444,,,0.09400914872663349,,0.5432150689458347,,,,,,0.3859275053304905,,,,0.921371388409967,,0.8870134343782294,,0.773711137347501
0.7297000932068645,0.1921161825726141,0.6601836454341696,0.5475907904106337,0.4303511781168187,0.4402608493129415,0.4819863680623175,0.5452169367485624,,,,0.09306488684582744,0.5272583915296237,0.4033078997505729,0.33235884012645744,,,,0.13617943378173014,,0.5948697068403908,0.12393390191897663,0.5973942132754269,,0.43736379845473145,0.19515489616850243,0.31948881789137384,0.5597657595590768,0.18983131385127106,0.14259477895841538
,0.24854771784232355,0.2803846431928276,0.15836695941134585,0.678613342962896,0.5846595761198665,0.3841285296981499,0.4228437009932044,0.5186868686868686,0.5715221664118806,,0.11713224893917963,0.16445145302996172,0.0938250697199238,0.19706292279974164,0.2343106918616878,0.09272727272727273,0.21538170107974994,0.19372994878144872,0.14465956358912704,,,,,,0.5464578689010664,0.4277156549520767,0.5997244230106786,,0.4549390003935459
,0.4261410788381742,0.5481165497794809,0.4255874673629243,0.3791640335831002,0.3478767176461455,0.2743427458617332,0.38682697334030314,0.37070707070707076,0.16291766761301596,0.2663488279698053,0.09127475247524754,,0.21678984620198988,0.08841826154944418,0.08688076426232463,0.05691919191919192,0.19681757908694827,0.08172454550571286,0.04436659618865995,0.6087133550488598,,0.6032631022947356,0.43760009855858073,0.48226903519778114,0.25291837339805184,0.3022364217252396,0.6655184292111609,0.35590401520551196,0.18785255148891516
,0.46141078838174265,0.3355505747957486,0.2062188464277237,,0.5633103019951867,0.22799415774099316,0.31285938316779927,0.5737373737373737,0.5361432627211185,0.3750496622963846,0.22471711456859972,,0.20321401945715103,0.2410850868545399,0.21057770300718,0.06282828282828282,0.27429437393445727,0.09818765126357855,0.15606041761673783,0.3717426710097719,0.42963752665245214,0.3532484300721873,0.2192312430700998,0.6222677144555238,0.3743754186753934,,0.5359972442301068,,
0.33000712758374917,0.5024896265560166,0.31602920974622223,,,0.6747146960639702,,0.48891792995295347,,,,0.14184052333804809,0.18574003153863483,0.08061740098850427,0.13658768739164429,0.24610208189383248,0.08972222222222222,0.2322409547262739,,0.098607022926081,0.30781758957654726,,0.3274253183872293,0.1706603424910681,0.6546258997556627,,0.43051118210862627,0.7096107475025836,0.6683297695414586,0.3421225239407058
0.30040024124129616,,,,0.5955583641780264,,,,,0.7091067918759557,,,0.1444018923180897,0.07886865042476232,0.1847911071829214,0.525114909724517,,0.27126349687440804,,,,0.763859275053305,0.27724631727214044,0.16206726623136625,0.7536815690418013,,,,,1.0
