radius1,texture1,perimeter1,area1,smoothness1,compactness1,concavity1,concave_points1,symmetry1,fractal_dimension1,radius2,texture2,perimeter2,area2,smoothness2,compactness2,concavity2,concave_points2,symmetry2,fractal_dimension2,radius3,texture3,perimeter3,area3,smoothness3,compactness3,concavity3,concave_points3,symmetry3,fractal_dimension3
0.6237747181143405,0.028092243186582766,,0.4070733444101591,,,0.9448992443324936,0.8709295441089403,,,,0.23878570176975647,,0.7594130301487171,0.32707475396105257,0.5076542992014824,,,0.5241137772729425,0.6067428597604269,,0.17254901960784308,0.7875462175010269,0.6647092938958967,,,0.7583892617449663,0.9120274914089348,,0.682556648140231
,0.3379454926624737,,0.5613577023498695,0.36836067454399446,0.2670331651045422,,0.4154529307282415,0.40736728060671723,0.1790765946090207,,0.16370247065007884,0.37643315753267603,0.34724546106440246,0.24513156976338382,0.1110424846693431,0.15538847117794485,,0.14217426286147003,,,0.3893048128342246,0.6361288808028641,,0.4512561090628483,0.22215559677036997,,0.6391752577319588,0.3807840616966581,0.36318939717828136
0.7200974559465125,0.48385744234800826,0.7042725267543501,,,,0.621536523929471,0.7572528123149793,0.5465872156013,0.2676808113157194,,,0.5465489566613162,0.4509109048772123,0.309694981503455,,0.32013366750208855,0.5901921422426155,0.3459226655307871,0.42099356405029664,,,0.5991548799812195,,0.627883048958244,,,,,0.3477982043608381
0.2515156666100062,0.4473794549266246,0.276039539253329,0.11516733918822694,,,,0.6228537596210776,,,0.3506161570059333,0.3486069738917119,0.38316899793625314,0.1038005466468516,0.5162978990716828,,0.4729323308270677,,,,0.30533683289588803,0.49946524064171127,0.284406361875697,0.1386472379295346,,,,,,
0.7540937163578671,0.1941299790356394,0.7459357895596765,,0.546862452678674,,0.6234256926952141,0.6175251628182357,0.40574214517876483,0.23672271150253565,0.5894112277498857,0.1844664447170142,,,0.682417812521812,0.23820973220982047,,,0.2290217236972881,0.4832917248803279,0.6391076115485566,0.14901960784313728,,0.5037697549659271,,0.24781414287905626,0.426121231490359,0.5584192439862543,0.2567480719794344,0.23236425823001294
0.30987591364949857,0.25115303983228504,0.3168041826648149,0.15836695941134585,,0.678713049747657,,,,,0.20356001825650388,0.23217101804801124,0.20717725292364142,0.1035926961329412,0.40462064633210026,0.33570829840737637,,,,0.4795126085064474,0.3298337707786528,0.40142602495543667,0.31099242913316516,0.20168189067710596,0.925405127325731,,0.5704697986577181,0.5982817869415809,,
0.638506430959261,0.430607966457023,0.6193121477003514,0.4255874673629243,0.48181713892394196,0.40383922134102385,0.35484886649874053,0.43812907045589106,0.3976164680390032,0.19909260741926893,0.3059790050205385,0.1809181706676012,0.34519032332033944,0.24243683942508545,0.18154533398478398,0.11920412935103897,0.18830409356725147,0.2979638657872097,0.13744143120829197,0.14706488628295275,,0.5408199643493761,,0.5150065245759025,0.6261682242990655,0.3211641170810615,,0.663917525773196,0.48136246786632386,0.3061137238135957
,0.4662473794549265,0.37913569152846993,0.2062188464277237,0.7602386142021339,0.6539293439077145,0.2948992443324937,0.3543516873889876,0.6153846153846153,,0.4308534915563669,,0.44207177252923646,0.22710786402419383,0.4950094227681999,0.30085586976662115,,0.4152566676225983,0.1651284963793838,0.5173037722452533,0.39938757655293083,0.5579322638146167,,0.2580107293025953,0.8079396381719969,,0.2852881644827953,0.5347079037800687,0.5241002570694085,
0.34103915235990706,,,0.178637550439117,0.8566020419869221,0.7832552271088682,,0.5537596210775607,,0.6386442487323194,0.17781834778639888,0.281145961100403,0.23426393029121767,0.08867942175987031,0.28044950094227683,0.3530242202320555,0.2968253968253968,0.3515916260395756,0.32060201618628437,,0.33070866141732286,0.6502673796791445,0.3274253183872293,0.20084819486733357,,,0.5741983594332588,0.7079037800687286,,
0.31044251798968786,,0.32824115676823795,0.1577972940897223,,0.9923395818312908,,0.5058022498519835,0.5254604550379199,,0.1698767685988133,0.5426669002978798,0.18166704884200874,0.08670484187772155,0.3794234661827319,,0.6468671679197995,0.41066819615715516,,,0.3132108486439195,,0.27724631727214044,,0.9785646917602674,,,,,
0.5121536630970593,0.5672955974842766,0.48125153173760327,0.31061001661523857,0.3376161523459906,0.2131849315068493,0.1038727959697733,0.1967436352871522,0.25352112676056326,0.18708299973312004,0.24463715198539476,0.36218678815489747,,0.17280691726510294,,0.06901001455860943,0.09197994987468673,0.21769429308861485,0.1589758152302523,0.2458945053938297,0.49256342957130367,0.7625668449197862,0.4307177651270614,0.3497172683775554,0.40238360627625813,0.17822928142126035,0.15542771918610845,0.34278350515463923,0.4444087403598971,0.3150919196237709
0.4985551589325174,0.3429769392033542,0.4886038722326608,0.3026347021125089,0.5101525754273261,,0.3134130982367758,0.3911190053285968,,,0.3599269739844819,0.27365516032942006,0.40022357257509744,0.24373590513702545,0.28324143226076637,0.41467772532756875,,0.36765127616862636,0.28865540252733213,0.3720940885458418,0.5463692038495189,0.5272727272727273,,0.4037262577932434,0.5867272571379577,,0.42239267071481834,0.6219931271477663,,0.5318512184694315
,0.6327044025157231,0.7238787680745038,,0.5135941264196399,,,,,,,,,0.5661120522120491,0.09953235150415299,,,,,,0.5699912510936134,0.6221033868092691,0.5944597687657726,0.4156879802812817,,,0.3876637903483541,0.6072164948453609,0.5176735218508995,0.5051303976058146
,0.5970649895178195,,0.30344172798480895,0.3599862337960308,0.3641852919971161,,0.31758436944937835,,0.0912730184147319,0.26636239160200814,0.3144384089714386,0.3054918596652144,0.15238560427340656,0.5622949675437984,0.3115542418493846,0.4219715956558062,0.5712646974476628,,0.24131375827397447,0.3897637795275591,0.5408199643493761,0.3614648746992194,0.2505799623024503,0.35951298979679336,0.23024361673941238,0.2473633748801534,0.3845360824742268,0.39974293059125954,0.08368961094484828
0.382401269193722,0.540880503144654,0.4069112000653542,0.2064087348682649,,,,0.47513321492007105,,,0.09183021451392058,,0.18481999541389593,0.06212651860781726,0.3291687024499197,0.62147615476243,0.45956558061821223,0.46687697160883285,0.2775332481423636,0.8243283479535511,0.31058617672790906,,,0.18576917500362472,0.8053674011832289,,,0.7587628865979382,0.6526349614395884,
